0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
-0.60353243,0.31498605,0.33434975,-0.41192442,0.0046362546,-0.3726131,-0.12827444,-0.11888421,0.087162726,-0.6469307,0.2923152,-0.2473338,-0.6732826,-0.18776661,-0.09180339,0.23692487,0.3249443,0.26900327,-0.57450646,-0.06617101,-0.017592432,-0.14705402,0.22215791,-0.67184275,0.23839244,-0.022866894,0.10910884,-0.073897965,-0.18364505,-0.0001405423,-0.15172268,0.11687663,-0.012375488,-0.050043274,-0.043642092,-0.2753233,-0.098438814,-0.49778986,-0.17436147,-0.17405882,0.5690862,-0.38148034,0.047673702,-0.1268863,-0.12570421,0.035680674,0.5452301,0.24997859,-0.27792877,-0.07645916,0.1883065,-0.5039547,-0.8307699,-0.21894048,0.3798829,-0.4553739,0.8261729,0.44245878,-0.083726265,0.23797777,-0.14246678,0.21417521,-0.010432857,-0.15291685,-0.070571825,-0.27508256,-0.09163538,-0.23293023,0.25706643,-0.24427047,0.36577347,0.17691642,-0.5557643,-0.22943014,-0.07286466,-0.2145968,-0.30369052,0.67161864,0.14038347,0.04094487,-0.36572802,0.18495408,0.01676679,-0.43768787,0.10836327,0.2489386,-0.022227883,0.16881679,-0.5671184,0.2900418,-0.23640878,0.3625518,0.21474461,1.3865587,0.09226203,0.037090585,-0.12922817,-0.050838485,0.2106294,0.0006385426,-0.018175002,0.16497931,-0.16418609,-0.008201578,-0.6059306,-0.7807561,0.5223475,-0.71178854,0.14768557,-0.5811691,-0.087990046,-0.49646837,0.014250767,0.037741624,0.27668044,-0.05943008,-0.12320613,0.26194763,-0.15423973,-0.14759071,0.30100578,0.17812823,-0.2491417,0.038292017,-0.05032807,-0.59939176,-0.008756101,-0.06445292,0
-0.57961386,0.20120336,0.27191457,-0.21611758,-0.053037714,-0.37193343,-0.18838415,0.11608172,0.07086934,-0.5861477,0.32458967,-0.3344293,-0.57913965,-0.12647732,-0.19032837,0.2677482,0.22447072,0.2238592,-0.48595464,-0.04346865,-0.027168296,-0.25396603,0.11395522,-0.5829327,0.22829522,0.03759308,0.023001226,-0.085340165,-0.1866546,-0.13621947,-0.24999136,0.14552607,0.066534005,-0.006893051,-0.007640526,-0.26863688,0.03578611,-0.37244707,-0.24247679,-0.19946156,0.46848068,-0.49903834,0.17288014,-0.1544582,-0.04516058,-0.098136224,0.6041406,0.37916312,-0.2121708,-0.0383636,0.20830499,-0.40859017,-0.7263116,-0.26648754,0.474204,-0.48092398,0.66981924,0.24841717,-0.10378959,0.11352386,0.035202723,0.17739247,0.42727444,-0.039212227,-0.077918135,-0.2201276,-0.0065502566,-0.13236712,0.3349432,-0.19858497,0.28012043,0.2045498,-0.48020554,-0.20744772,-0.11678247,-0.15148154,-0.4276608,0.7573603,0.16927521,0.11496937,-0.3777295,0.15328865,0.1385551,-0.46278757,0.21754481,0.2704399,-0.03543358,-0.0014378336,-0.48439983,0.19883363,-0.26019987,0.45442906,0.037550535,1.2299241,0.19117878,0.24297714,-0.02443011,0.01907626,0.31908736,-0.17564315,-0.020540435,0.15838344,-0.07018026,0.0825399,-0.4663714,-0.7818342,0.50456214,-0.66815776,0.19653688,-0.4584927,-0.11465813,-0.2554065,0.006876991,-0.20178126,0.11764617,-0.057572324,-0.14768915,0.24189663,-0.06491441,-0.10695005,0.22342251,0.23573408,-0.35460025,0.103298284,-0.024545915,-0.54718035,0.0149009125,-0.10888661,0
-0.57648313,0.45237637,0.29713535,-0.21116108,-0.04770363,-0.52654594,-0.15684137,0.13846844,-0.20352316,-0.39493856,0.21576852,-0.2851339,-0.5455416,-0.2464377,-0.15415846,-0.115786605,0.11614539,0.08690057,-0.6124602,-0.2714383,0.12819329,-0.2807068,0.20021011,-0.67739105,0.15871762,0.075576834,-0.13831553,-0.15983152,-0.16684963,-0.13315827,-0.05597903,0.15506405,0.16007212,0.047976177,-0.09684262,-0.26154095,-0.12746722,-0.4935362,-0.17261142,-0.17360967,0.29982054,-0.5439127,0.11855588,-0.11425187,-0.059745748,-0.053285286,0.69504297,0.22905667,-0.261834,-0.0027156204,-0.07812195,-0.3811866,-0.69087774,-0.18338703,0.39619783,-0.40478233,1.0110775,0.28708354,0.09454257,-0.032812603,-0.007046307,0.20658174,-0.032136552,0.08997509,0.0063467794,-0.23469387,-0.122750044,-0.11577312,0.4225879,-0.238129,0.3519695,0.03012729,-0.50556284,-0.32101008,0.1292662,-0.11878433,-0.40451327,0.86721176,0.27246323,0.0024824243,-0.32541957,0.15154147,0.33633253,-0.520991,0.2513215,0.19233917,0.06366577,0.13386998,-0.61601484,0.21756722,-0.21730879,0.1584629,0.12968522,0.8410881,-0.14125732,0.08333144,-0.2732034,-0.14482549,0.279642,-0.027535757,-0.06915728,0.3371812,-0.27039734,0.07579554,-0.7072955,-0.85244143,0.58872676,-0.81772316,0.16107093,-0.57874554,0.12120762,-0.38481262,-0.013616861,-0.22384682,0.16122207,-0.031019837,-0.01486871,0.082727246,-0.20407394,-0.026096193,0.17990169,0.3175679,-0.39676178,0.058152992,-0.2145358,-0.65991384,-0.21300963,-0.08897103,0
-0.58381236,0.27680457,0.20412074,-0.2573291,-0.23187475,-0.41224715,-0.30934724,-0.10036216,-0.31365553,-0.63653624,0.05811451,-0.4097107,-0.6657009,0.09331558,-0.0825836,0.38902184,0.18602112,0.18694808,-0.27399164,0.104835585,0.0696913,-0.27743962,0.31783968,-0.6492763,0.34898922,-0.111661784,-0.0110216085,0.29592896,-0.14818758,-0.089163385,-0.17356716,0.53467256,0.44033325,-0.006745443,0.009146147,-0.33345413,0.14688678,-0.49527836,-0.29000267,-0.21403167,0.20222655,-0.2095762,0.23292771,-0.053272985,-0.18733354,-0.2278306,0.60083884,0.09090055,-0.19001828,0.03435074,0.0013372789,-0.18354699,-0.6762769,-0.29790366,0.48013672,-0.5257114,0.6377037,0.34350356,-0.095952734,0.39256045,-0.04579277,0.109703,0.27306455,-0.4424154,-0.1844395,-0.29685915,-0.12759593,-0.30097282,-0.038016263,-0.15393235,0.14036353,-0.022118606,-0.84448904,-0.2786669,-0.0855253,-0.11758102,-0.23929214,0.8964401,0.16836886,0.16546944,-0.45081267,-0.046969343,-0.3052964,-0.5050342,-0.016941953,-0.013578326,-0.021574883,-0.032407556,-0.594215,0.51049703,-0.47725037,0.2091577,-0.061050653,1.1105222,0.1553089,0.276062,0.010358904,-0.35049918,0.37452736,-0.028425384,-0.14687797,-0.05150394,-0.19813564,0.1977738,-0.6708577,-0.8535387,0.41223738,-0.798682,0.3019102,-0.40433365,-0.21361157,-0.35064125,0.019662919,0.022257408,0.04489471,-0.19315316,-0.16163656,0.22560175,-0.51501787,-0.07584592,0.35234916,0.16736537,-0.2878314,0.08836923,0.06533275,-0.6184172,-0.06959819,-0.17114982,0
-0.6272026,0.22298047,0.45069462,-0.46207783,-0.18473515,-0.67511785,-0.22674266,-0.19309606,-0.3397664,-0.58104664,0.24322747,-0.4052727,-0.7506541,-0.27895173,-0.010100461,0.35389408,0.1612413,0.11433272,-0.6744858,-0.25383773,0.009522226,-0.25554487,0.25854197,-0.6466139,0.04259742,0.1155391,-0.1700211,-0.010286174,-0.24649337,-0.17551607,-0.06253943,-0.08668772,0.07069724,0.016921468,-0.102933615,-0.33239937,-0.09441851,-0.2772302,-0.25021893,-0.26499662,0.3827337,-0.5570969,0.43345198,-0.081100844,-0.2344052,-0.086103864,0.76801425,0.36171523,-0.25084314,-0.102213666,-0.15671015,-0.3176119,-0.74386376,-0.14484921,0.68885905,-0.459308,1.1480381,-0.084296905,-0.013758378,0.07814414,-0.08472579,0.11211656,0.037937745,-0.22649935,-0.12467938,-0.29160336,-0.13724431,-0.25019443,0.101525284,-0.13256046,0.44134483,0.111453086,-0.7592111,-0.23198873,-0.0158472,-0.12754554,-0.4988672,0.6146888,0.1910982,0.015646838,-0.3214094,-0.19955157,-0.035433196,-0.51570094,0.55101186,0.34209138,0.116929926,0.13697611,-0.6987822,0.26558533,-0.24780303,0.19991921,0.11944876,1.0305308,-0.16966556,0.22031716,-0.35160053,-0.18336113,0.25573683,-0.099346794,-0.18609753,0.26860598,-0.31025586,-0.04987918,-0.8715994,-0.9228367,0.27647188,-0.7921735,0.14073138,-0.5521319,-0.020920463,-0.39333126,-0.049961053,-0.019370738,0.40212375,-0.23357874,-0.18125111,-0.16461782,-0.4785643,0.028831132,0.67204916,0.33653763,-0.44088212,-0.0015709142,-0.11543425,-0.65876776,-0.08240268,-0.13977018,0
-0.7261524,-0.087215714,0.046325557,-0.35253355,-0.264063,-0.714612,-0.63455695,-0.10219825,-0.49075964,-0.7791054,0.5088443,-0.37358359,-0.77846175,-0.2776937,-0.25495413,0.3858967,0.07406688,0.10649195,-0.8107658,-0.37357634,-0.22922468,-0.5927559,0.6310236,-0.75199264,0.10396933,0.24999005,-0.22232686,-0.0071300617,-0.24649961,-0.2662371,-0.3043674,-0.23454171,0.22320054,0.07348244,-0.13539451,-0.60260695,-0.37871027,0.23419377,-0.5674129,-0.26548094,0.40284923,-0.72654855,1.1757169,-0.25025466,-0.27060315,-0.21175605,0.4052007,0.4397402,-0.39468512,-0.028137736,-0.18115552,-0.5433577,-0.8977919,-0.44317275,0.53595984,-0.6316338,0.98203295,-0.21997899,-0.1290262,0.32866356,0.0977708,0.48593572,0.5341617,-0.44908765,-0.40992978,-0.33078283,-0.073792174,0.095121145,-0.3096162,-0.05737764,0.31689394,0.02667786,-0.69955724,-0.4538105,-0.2190351,-0.23323497,-0.69062424,0.65271604,0.21383245,-0.19357537,-0.6446066,0.008680777,-0.12961064,-0.74938244,0.91312987,0.01963571,0.0017721524,-0.22176827,-0.71892756,-0.122272976,-0.3610459,-0.014728311,-0.013921128,1.0341457,0.049737852,0.62407976,-0.48945102,0.1572059,0.35203642,-0.2409136,-0.23005743,0.14789042,-0.60841566,-0.2801484,-0.784899,-0.96981275,0.29646948,-0.8337219,0.079194434,-0.80289775,-0.20076388,-0.6017382,-0.19317536,-0.2499356,0.15862004,-0.3516523,-0.24077672,-0.4033993,-0.49350035,0.03657913,0.10251548,0.27511352,-0.5858349,0.04002631,0.12351071,-0.73425037,-0.15900311,-0.31626517,0
-0.34850043,-0.13143648,-0.043297045,-0.1357723,0.05371499,-0.42007172,-0.40846735,-0.06855117,-0.29026657,-0.41217384,0.031349443,-0.34380797,-0.49898908,-0.31121922,-0.17703992,0.07693832,0.06404226,0.2358315,-0.48811623,-0.34001464,-0.07785068,-0.45644364,0.43367922,-0.48027343,0.042889442,0.31109673,-0.0483293,-0.014088033,-0.2603177,-0.22555536,-0.28182974,-0.056722444,0.16757019,0.24804875,0.0848062,-0.3841105,-0.29153958,-0.0033589602,-0.30555883,-0.3243804,0.30205837,-0.35578686,0.62192386,-0.21735048,-0.1749216,-0.098550685,0.9009842,0.46192732,-0.23024657,-0.07061044,-0.17894825,-0.37893292,-0.41840675,-0.28059852,0.5018061,-0.43120188,0.86539173,-0.060899127,0.07357755,0.32886976,0.052308936,0.084143125,0.022395039,-0.38029215,-0.1543094,-0.27193838,-0.0014620145,0.16449459,-0.09086679,0.01303842,0.26857683,0.045903288,-0.6643233,-0.14982596,-0.044004988,-0.26930484,-0.2858025,0.774139,0.28341943,-0.15447,-0.17378835,0.1444668,-0.10040317,-0.47978744,0.8487799,0.040750567,0.06054614,-0.038776208,-0.5809924,-0.018167173,-0.31037652,-0.020444054,-0.0661471,0.6913517,0.15986402,0.33932874,-0.27775955,0.13711084,0.095117554,-0.08514405,-0.13846935,0.41734585,-0.2997029,-0.07203501,-0.5261883,-0.7553881,0.42136335,-0.6407599,0.47933802,-0.4627642,-0.15282017,-0.32321218,-0.038663488,-0.14668964,-0.02750992,0.003865342,-0.104684584,0.06424415,-0.4308999,0.05041468,0.28263366,0.077709235,-0.3567482,0.35162383,-0.10303909,-0.38267088,-0.20239493,-0.21026482,0
-0.36904243,-0.008819903,0.015895996,-0.14543507,-0.024246925,-0.2940946,-0.234998,0.3034992,-0.14058426,-0.43759105,0.19358596,-0.44712788,-0.46907237,-0.2422678,-0.19062676,-0.078970514,0.036931217,0.18983561,-0.503536,-0.3627382,-0.032314938,-0.4116008,0.40047967,-0.5476921,0.119791724,0.19390266,-0.012697792,-0.17447568,-0.20395355,-0.24325003,-0.24322793,0.1323345,0.20268168,0.25354287,0.081108734,-0.3650432,-0.22495389,-0.10748004,-0.34337854,-0.28231156,0.43172818,-0.4785612,0.19364184,-0.17738341,-0.12788706,-0.116208054,0.48173267,0.42143092,-0.110032365,0.008890427,0.033492703,-0.41630617,-0.48861042,-0.16713758,0.6292363,-0.4630665,0.9022018,-0.034521405,0.11673884,-0.008790692,0.19822712,0.31788677,0.3500509,-0.28185168,-0.0990872,-0.25136587,-0.17827578,-0.016311731,0.1573583,-0.08397656,0.18994954,0.14606784,-0.49869007,-0.13193585,-0.06641135,-0.17922589,-0.35967067,0.70876324,0.389191,-0.038750045,-0.31482837,0.0053038406,-0.042229645,-0.45359963,0.5690405,0.13383994,-0.11502301,-0.04528396,-0.51203454,-0.033714436,-0.21378359,0.09227332,0.16397657,0.8095944,0.2037435,0.3035921,-0.2520221,0.024624463,0.34483913,-0.04251743,-0.04507165,0.5586483,-0.25827214,-0.1304832,-0.5452626,-0.61037815,0.3767349,-0.5226745,0.27876967,-0.4844361,0.1710827,-0.22420427,-0.07759559,-0.17046404,0.008070803,-0.011260094,-0.1483445,-0.01665914,-0.13985682,0.023116592,0.07637158,0.1688918,-0.37043425,0.10618453,0.061686266,-0.3592203,-0.15641266,-0.1609761,0
-0.90627354,0.2676284,0.2958587,-0.3157579,-0.20855257,-0.58796066,-0.31288683,-0.08430551,-0.21874794,-0.7719526,0.515173,-0.39984113,-0.6934196,-0.13652024,-0.17282446,0.4559979,0.34755203,0.14409336,-0.5887259,-0.037198883,-0.1429343,-0.16013952,0.27928275,-0.97809255,0.11732088,-0.2484156,-0.07829144,0.18107057,-0.2681561,-0.039795447,-0.11456069,0.22274214,0.24911551,-0.15431072,-0.2866153,-0.45501944,0.21586289,-0.69057924,-0.20956612,-0.27328306,0.26749998,-0.5052139,0.36118087,-0.14079458,-0.16288404,-0.2683512,0.7017521,-0.010423058,-0.45651788,0.004805179,0.07986119,-0.5012928,-1.2035635,-0.36216334,0.334483,-0.79536885,0.61066973,0.58385825,-0.23898765,0.43071038,-0.3114294,0.49893162,0.0026171496,-0.18613186,-0.33883396,-0.2403822,-0.04619912,-0.4261568,0.23665363,-0.46036005,0.48648432,0.18571424,-0.643041,-0.43495205,-0.13914828,-0.29400015,-0.45871496,0.94964796,-0.017170962,-0.19928522,-0.75249124,0.11376152,-0.09426358,-0.70048946,0.18334827,0.0524641,-0.1133931,0.24831603,-0.79681784,0.50746447,-0.27138764,0.29257256,0.0102059,1.7815286,0.2092926,0.008490072,-0.17660359,-0.009681961,0.44706878,-0.29732838,-0.106488064,0.18448949,-0.34588072,-0.20028819,-1.1073447,-1.2732748,0.7028638,-0.975903,0.119768016,-0.7779339,-0.24213845,-0.56539625,-0.11578879,0.15007213,0.29007852,-0.15632018,-0.059283707,0.084980726,-0.12558576,-0.39284256,0.018703219,0.2707473,-0.5237201,0.22277598,0.011744287,-0.93643504,-0.19565763,-0.16997696,0
-0.45294726,-0.036780797,0.36792877,-0.4640508,-0.24530044,-0.44201797,-0.17249116,-0.2637593,-0.2622008,-0.6521343,-0.050401594,-0.37206954,-0.85405475,-0.21111612,-0.035308804,0.42234316,-0.013247146,0.23921584,-0.4614561,-0.13766955,-0.13303287,-0.32984444,0.26025355,-0.5524702,0.09521543,0.0033390403,0.012053346,0.03286174,-0.118041866,-0.24661678,-0.2700585,-0.0996833,0.08263154,0.25376055,0.17203471,-0.2238757,-0.250385,-0.28765488,-0.4195482,-0.13001867,0.40143272,-0.37621838,0.5557115,-0.18517615,-0.18415575,0.09523119,0.5472507,0.3320532,-0.19221741,0.047631335,-0.1566378,-0.35333833,-0.5106014,-0.3656638,0.4145842,-0.35270402,0.9024831,-0.2727939,-0.16520807,0.27723122,0.077168226,-0.015605855,0.26007265,-0.2460735,-0.12519346,-0.31320038,-0.090458356,-0.13895608,-0.1623639,0.14779304,0.18065791,0.0451166,-0.94046575,-0.19218841,-0.18206945,-0.22411393,-0.4108248,0.35072768,0.23949717,0.04586864,-0.25552955,0.08727484,-0.32530558,-0.38193414,0.5311299,0.29809567,0.09716272,-0.15905085,-0.561239,0.19942111,-0.36578134,0.20853502,0.1024667,0.9318372,-0.0562862,0.3423315,-0.23931076,-0.23334537,-0.025020977,0.009028575,-0.2511131,0.12672684,-0.11780156,0.0076221195,-0.6436488,-0.7686436,0.22617385,-0.7486511,0.17069514,-0.26135376,-0.19111851,-0.3807726,0.044288754,0.0334999,0.036693666,-0.25716853,-0.2897109,0.02762859,-0.65462416,0.0888419,0.409118,0.24849778,-0.2848252,0.16733103,-0.06035937,-0.4856493,0.14297122,-0.07133018,0
